id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
690872,Pacific Hts Designer Home,1142106,Mary,,Pacific Heights,37.79156,-122.44492,Entire home/apt,240,30,0,,,1,148,0,
691023,Modern and Serene House on Dolores Park,3531780,Mickey,,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,,3,55,12/26/2023,0.35,1,0,0,STR-0004590
699723,2BR Penthouse with 4 sunny decks,469757,Reid,,Potrero Hill,37.76497,-122.39798,Entire home/apt,406,4,106,8/11/2025,0.71,1,273,13,City registration pending
715543,Marie's sunny spacious Mission loft,3676663,Catherine Marie,,Mission,37.76196,-122.41361,Entire home/apt,,30,3,3/23/2014,0.02,2,0,0,
719431,Safe area. Metro 12 mins to d'town. Park/EV charge,783438,Phil,,West of Twin Peaks,37.73993,-122.4686,Entire home/apt,79,2,592,8/14/2025,3.78,2,102,68,STR-0000053
720811,Private Apartment w/garden access in the Richmond,93873,Ronald Mark,,Inner Richmond,37.77739,-122.46161,Entire home/apt,162,3,342,8/17/2025,2.18,1,210,20,STR-0005426
727969,Spacious 1 Bedroom with Garden in Sunny Noe,3729230,Yuying,,Noe Valley,37.7527,-122.43294,Entire home/apt,198,30,270,9/29/2024,1.72,2,344,1,STR-0000791
728585,Clipper Street Cottage,3780377,Douglas,,Noe Valley,37.74988,-122.4355,Entire home/apt,159,3,516,8/21/2025,3.29,1,281,51,STR-0000052
728884,Spacious 2BR in Noe with Parking,3729230,Yuying,,Noe Valley,37.75277,-122.43517,Entire home/apt,238,30,146,7/29/2025,1.25,2,356,2,STR-0000791
734801,"Luxurious, modern, beautiful A+view",3832375,Basia,,Pacific Heights,37.78972,-122.43086,Entire home/apt,312,31,33,3/28/2024,0.21,1,185,0,
734839,Relax in a Charming Edwardian Flat in Russian Hill,3832802,Kenji,,North Beach,37.80074,-122.41048,Entire home/apt,337,30,209,6/7/2025,1.34,1,92,6,
738547,Spectacular Bay View Russian Hill,3860047,Robert,,Russian Hill,37.80592,-122.41902,Entire home/apt,340,3,228,8/27/2025,1.49,1,296,9,STR-0007306
745957,Micro-Private Single,576273,Darren,,Financial District,37.79492,-122.40312,Private room,500,30,0,,,2,365,0,
747167,Micro-Private Double,576273,Darren,,Chinatown,37.79495,-122.40515,Private room,600,30,0,,,2,365,0,
754117,Amazing Flat in Haight Ashbury,3967658,Ryan,,Haight Ashbury,37.77234,-122.44622,Entire home/apt,186,30,186,5/31/2025,1.2,1,210,4,Pending Application
758815,Beautiful garden suite close to the water,3998807,Jacinta,,Marina,37.80304,-122.44187,Entire home/apt,147,30,32,9/1/2024,0.23,1,243,1,1021857
767506,Spacious Gem to Entertain or Relax,3807182,Jennifer,,West of Twin Peaks,37.74412,-122.45273,Entire home/apt,357,2,172,8/11/2025,1.12,1,243,14,STR-0000472
769734,Spacious Room in Carriage house,4060777,Annie,,Mission,37.75796,-122.40913,Private room,101,2,163,8/13/2025,1.14,1,140,13,STR-0002863
774323,PrivateBath.    Hike/Bike/TransitScore97,4085271,Janet,,Mission,37.76034,-122.42394,Private room,147,1,510,8/3/2025,3.3,2,247,30,STR-0000504
781945,Huge Condo in the best Location,4124339,Tanmay,,Financial District,37.78471,-122.39852,Entire home/apt,,183,1,6/22/2013,0.01,1,0,0,
783821,"Exquisite Castro Jewel box, Laundry, Parking",137980,Jack,,Castro/Upper Market,37.76008606,-122.4384079,Entire home/apt,188,40,32,6/26/2025,0.23,3,273,3,
795254,Attic Master Suite with Kitchenette,4189517,Jane,,Western Addition,37.77099,-122.43355,Entire home/apt,150,3,422,8/17/2025,2.75,1,316,40,STR-0000406
806199,"Sunny, artistic loft retreat – South Beach",757108,Chantal,,South of Market,37.78623,-122.39403,Entire home/apt,,30,62,2/28/2020,0.44,1,0,0,STR-0000141
810315,Private Room With Best Location In city,1504399,Skt Teo,,Marina,37.80013,-122.42542,Private room,79,30,25,6/2/2023,0.22,1,62,0,1083921﻿
815183,Country in the City... (30-day min),4282539,Lily,,Outer Mission,37.72979,-122.44791,Private room,51,30,13,9/6/2022,0.1,1,58,0,
818395,Best spot-happening lower haight,3895812,Fakhry,,Western Addition,37.77094,-122.43078,Private room,82,30,4,4/26/2025,0.03,7,60,1,
819863,"Absolutely Private, Wi Fi, Laundry, Public Parking",4306242,Polina S,,Inner Sunset,37.75868,-122.46912,Entire home/apt,116,2,189,6/19/2025,1.36,1,257,18,2022-010648STR
829185,Gorgeously Renovated Coastal Victorian Home,4346130,Shannon,,Mission,37.76956,-122.42483,Entire home/apt,450,3,174,8/18/2025,1.13,2,19,17,STR-0000973
830576,Sunny Pac Heights Studio w BAY VIEW,2350141,Eric,,Pacific Heights,37.79644,-122.42546,Entire home/apt,,200,2,4/22/2013,0.01,1,0,0,
837045,Kid friendly apt near Duboce Park,4374318,Jolie,,Western Addition,37.77028,-122.43156,Entire home/apt,225,2,68,9/2/2024,0.46,2,21,1,STR-0006220
838660,"Modern Luxury 1BR Near FiDi, #9",9965793,The Twist,,Chinatown,37.790672,-122.407249,Entire home/apt,133,30,10,4/23/2025,0.07,8,140,1,
856123,Private Suite in a Stunning Vegan Penthouse,16382,Mark,,Mission,37.76121,-122.41922,Private room,108,28,329,8/16/2025,2.25,2,325,27,STR-0004023
859336,Cozy & quiet room in bright apartment,4499134,Anka,,Castro/Upper Market,37.76728,-122.43866,Private room,98,2,551,8/24/2025,3.58,1,65,37,STR-0007074
865873,3-Bedroom Apartment Steps from Dolores Park,253059,Marie,,Mission,37.76076,-122.4241,Entire home/apt,395,30,38,4/1/2024,0.28,2,125,0,City registration pending
867499,Gorgeously Renovated Coastal Victorian Share,4346130,Shannon,,Western Addition,37.77119,-122.42461,Private room,,2,28,2/1/2024,0.21,2,0,0,STR-0000973
878935,"2BR: Clean, cozy, family friendly spot next to GGP",4645827,Ashley,,Inner Sunset,37.76354,-122.4673,Entire home/apt,141,30,242,7/19/2025,1.6,1,128,3,STR-0001720
884770,Zen space Steps from the cable car in Russian Hill,4687340,Sandra,,Russian Hill,37.80492,-122.41994,Private room,93,2,281,8/4/2025,1.91,1,337,12,STR-0004980
890875,"Sunny, modern apt in Lower Haight",4374318,Jolie,,Western Addition,37.77128,-122.43393,Entire home/apt,243,2,11,7/22/2024,0.1,2,21,0,STR-0006220
895381,Hayes Valley 1 BR with Private Deck,1257432,San Francisco Life,,Downtown/Civic Center,37.7774,-122.42003,Entire home/apt,175,30,14,5/11/2024,0.1,29,243,0,
900393,Comfortable Potrero Hill 2 BDR Home,4808354,Irene,,Potrero Hill,37.7577,-122.39958,Entire home/apt,337,30,98,7/29/2025,0.64,1,251,3,
900941,Stunning apartment with roof deck!,914858,Juan,,Castro/Upper Market,37.7568,-122.43698,Entire home/apt,458,90,13,3/26/2014,0.09,1,365,0,
905399,The Mission Room in 1906 SF Victorian,4843181,Nancy,,Mission,37.75007,-122.41837,Private room,71,5,230,8/4/2025,1.51,3,244,23,2022-009455STR
915058,"Unique Home, Magical Garden/OMG Views/Outdoor Tub!",3608449,Jeannie (And Skate),,Bernal Heights,37.74332,-122.40942,Entire home/apt,,3,39,3/24/2024,0.28,2,0,0,STR-0000478
918341,Potrero Hill Garden Getaway,145258,Kepa,,Potrero Hill,37.76553,-122.39614,Entire home/apt,290,1,656,8/27/2025,4.31,2,328,40,STR-0000073
931313,Central apartment - Market Street with parking,38836,Bernat,,Mission,37.77025,-122.42193,Entire home/apt,116,30,46,11/18/2024,0.3,16,229,2,
943851,"Victorian Mission Flat w/ views, storage & parking",736969,Daria,,Mission,37.75741899,-122.4061638,Entire home/apt,,30,8,4/30/2024,0.05,1,0,0,
945748,Interior Designed SF Gem/great - safe neighborhood,5124146,Toni,,Presidio Heights,37.78421,-122.45896,Entire home/apt,250,2,247,8/17/2025,2.42,1,323,19,2025-005767STR
950094,Knockout Panoramic View Suite,5153588,Gaylene,,Bayview,37.73457,-122.39348,Private room,66,30,54,5/7/2025,0.35,4,348,1,STR-0002773
961900,Spacious Modern Loft in SOMA with Garage Parking,5238718,Daniela,,South of Market,37.77784,-122.39412,Entire home/apt,157,90,55,8/2/2025,0.36,1,184,1,
964751,Fully Private Garden Studio w/bath,674976,Phil,,Inner Richmond,37.77815,-122.45789,Entire home/apt,133,30,293,8/7/2025,1.93,2,83,3,STR-0000110
968037,One BR in NB with Sweeping Bay View,2548643,Thomas,,North Beach,37.80017,-122.40334,Entire home/apt,207,30,93,11/17/2024,0.64,1,338,1,
980783,Potrero Hill Retreat,5371124,Katie,,Potrero Hill,37.76249,-122.40307,Entire home/apt,190,30,175,6/15/2025,1.17,1,249,5,
982298,"The Surf Shack - 6 beds, hot tub",5380962,George,,Outer Sunset,37.7516,-122.50727,Entire home/apt,768,3,125,8/17/2025,0.84,1,242,14,STR-0000902
997382,Haight Ashbury Experience Room 5,1032643,Joshua Martin,,Haight Ashbury,37.77082,-122.44825,Private room,53,1,768,7/24/2025,5.1,5,327,34,STR-0001099
998701,Private Room in Ocean Beach Cottage,5488987,Martha,,Outer Sunset,37.75939,-122.50664,Private room,110,3,296,8/24/2025,1.96,1,193,22,STR-0003882
1001759,Spacious sunny room in the Castro,3379945,Elena,,Castro/Upper Market,37.76138,-122.43853,Private room,,30,13,3/3/2019,0.09,3,0,0,
1005642,Walk + Bike + Transit Score 97!,4085271,Janet,,Mission,37.761097,-122.424545,Private room,85,1,472,8/27/2025,3.14,2,180,44,STR-0000504
1016604,Entire 3br Beautiful Edwardian Home near GG Park,58930,David,,Inner Richmond,37.77838,-122.46124,Entire home/apt,,300,24,1/4/2025,0.18,4,0,2,STR-0000077
1018426,"SHARE Spacious Loft: Moscone, Ball Park & Downtown",1165164,Morgan,,South of Market,37.77543,-122.40575,Shared room,151,30,117,11/22/2019,0.78,1,365,0,STR-0000099
1036860,2bed-rm Suites at Fisherman's Wharf,5708168,Kowang,,Russian Hill,37.80463,-122.42012,Entire home/apt,313,2,22,8/10/2025,0.15,1,153,1,License not needed per OSTR
1037251,Cozy & Convenient easy fwy Access,698337,Emily Joy,,Bernal Heights,37.74372,-122.40828,Entire home/apt,95,30,93,2/28/2025,0.62,1,90,2,Pending Application
1038324,Awesome Mission spot for travelers,5716115,Shirin,,Mission,37.75217,-122.40954,Private room,75,30,101,2/6/2024,0.68,1,184,0,
1059961,KelSoMa 1 Bed & Bath in SoMa,1427845,Laura,,South of Market,37.78008,-122.40936,Shared room,9500,45,39,11/27/2015,0.26,1,180,0,
1067031,Spacious 3BR/2BA home with easy parking,5870776,Nancy,,Outer Mission,37.7305,-122.45194,Entire home/apt,386,2,79,8/4/2025,0.54,1,167,22,STR-0005058
1074231,Victorian Living in San Francisco,5909809,Purvi,,Haight Ashbury,37.77245,-122.44948,Entire home/apt,,30,116,8/30/2025,0.92,1,304,3,
1084068,Modern Sanctuary Abundance of Light,5960567,Karina,,South of Market,37.77985,-122.40352,Entire home/apt,,365,36,9/13/2014,0.24,2,365,0,
1087427,Private furnished Rm near UCSF/22nd Ave in Sunset,5977346,Melissa,,Outer Sunset,37.75629,-122.47907,Private room,,30,5,5/16/2025,0.07,6,89,2,STR-0002884
1087433,Masterbedrm w/ own Bath near Ucsf in Sunset 22ndAv,5977346,Melissa,,Outer Sunset,37.75761,-122.48117,Private room,,30,1,4/13/2024,0.06,6,85,0,SR BH 100-522760
1094764,San Francisco Presidio Paradise!,172460,Leila,,Inner Richmond,37.78814,-122.46547,Entire home/apt,150,30,1,10/31/2021,0.02,1,231,0,
1098003,"Lovely, Unique Home Near Everything",6034365,Nicholas,,Western Addition,37.77025,-122.43231,Entire home/apt,688,2,140,8/11/2025,0.95,1,27,8,2024-004771STR
1103797,Remodeled Victorian Flat w/ Garden,6062220,Luke,,Western Addition,37.78456,-122.44327,Entire home/apt,,30,35,8/6/2019,0.28,1,177,0,STR-0001362
1104912,"Sunny SF apt near Golden Gate Park, Beaches",6068306,Chani,,Outer Richmond,37.7774,-122.50255,Entire home/apt,216,2,316,8/16/2025,2.6,1,249,17,2020-011892STR
1106534,Private Cottage in Noe Valley with parking!,6074928,Rachel,,Noe Valley,37.74498,-122.4367,Entire home/apt,201,30,103,5/1/2024,0.69,1,30,0,City registration pending
1121697,Gorgeous Full-Floor Victorian Flat,1126796,E J,,Western Addition,37.77827,-122.43053,Entire home/apt,175,30,69,8/31/2025,0.57,1,103,3,STR-0002096
1126365,Sunny Art Filled Victorian w/ Garage,6179329,Dorka,,Western Addition,37.785438,-122.4441794,Entire home/apt,248,4,14,8/16/2025,0.93,1,319,11,2024-003344STR
1138542,Great home in San Francisco,4229195,Darragh,,Bernal Heights,37.74565,-122.41281,Entire home/apt,523,6,5,8/14/2023,0.03,1,66,0,2023-003296STR
1141986,Lovely SF Studio & Location,5960567,Karina,,South of Market,37.77995,-122.40178,Entire home/apt,90,360,32,12/22/2015,0.22,2,365,0,
1148370,"Convenient, Spacious, eateries ➕Parks & Ocean👌",6295555,Shanon,,Parkside,37.7435,-122.48473,Entire home/apt,76,30,44,5/31/2025,0.29,1,335,3,
1151237,Sunny Modern Victorian Great San Fran Location,6309875,Rebecca,,Castro/Upper Market,37.75954,-122.43823,Entire home/apt,620,8,6,8/2/2025,0.23,1,143,2,2023-002690STR
1159284,"Telegraph Hill penthouse. Decks, views, parking.",5548292,Shaun,,North Beach,37.80521,-122.40569,Entire home/apt,,30,6,9/26/2022,0.04,1,332,0,
1163946,2 bedroom in the heart of the Mission,1918239,Jen,,Mission,37.76111,-122.42082,Entire home/apt,,30,2,10/7/2016,0.02,1,0,0,
1174701,"Donatello, Union Square, Location! 4*",6429436,Janette,,Downtown/Civic Center,37.78903737,-122.4099266,Entire home/apt,,2,2,1/16/2025,0.08,11,274,1,Exempt
1178260,Charming North Beach Alley Hideaway,6446722,John,,North Beach,37.80069,-122.40586,Entire home/apt,150,30,128,8/6/2025,0.86,1,299,4,
1195173,Nob HillWalking Distance to Downtown,6531356,Jennifer,,Nob Hill,37.79104,-122.41551,Entire home/apt,115,30,31,11/25/2024,0.21,1,203,1,
1195374,Stylish Condo in Desirable Mission Dolores,5024596,Megan,,Castro/Upper Market,37.7689,-122.42765,Entire home/apt,,45,3,9/1/2021,0.05,1,0,0,
1198464,Fabulous Blue Bright/OCEAN VIEW+clean+Park+3 Bath,5565510,Silvana,,West of Twin Peaks,37.73386,-122.4638,Private room,65,3,129,8/4/2025,0.88,5,269,3,STR-0005753
1200068,"Private, quiet BR - Upscale Home",6555530,Phyllis,,Outer Mission,37.73411,-122.44805,Private room,65,30,24,9/5/2024,0.16,2,363,1,
1201159,Modern Studio +View in SOMA!,6561127,Omid,,South of Market,37.78242,-122.39963,Entire home/apt,,30,46,6/11/2025,0.31,1,212,2,
1202686,"2Bed ""COZY CENTRAL""- quiet, priv yard, nr Valencia",4152942,Clare,,Mission,37.76408,-122.42047,Entire home/apt,117,30,24,8/16/2022,0.18,7,179,0,
1209738,Cozy Private One Bedroom with Kitchen,11115,Lucy,,Golden Gate Park,37.76721,-122.47536,Private room,,30,17,3/16/2024,0.11,1,115,0,
1212513,Two Private Bedrooms & Bath-Sleep Four-Central SF,1237762,Myles,,Castro/Upper Market,37.76067,-122.4389,Private room,336,2,12,5/3/2025,0.08,2,168,3,STR-0004719
1212746,"Large 3BR SF Home! Families, Friends or Colleagues",1237762,Myles,,Castro/Upper Market,37.76018,-122.4402,Entire home/apt,772,1,138,8/17/2025,0.94,2,168,12,STR-0004719
1212822,"""Designer  Showplace  Home""  in the Marina",1700823,Jennifer,,Marina,37.80494,-122.44457,Entire home/apt,385,30,42,2/22/2023,0.29,2,325,0,STR-0001083
1223704,Quiet & Secure Townhouse in Yerba Buena (SoMa),1588519,Matthew,,South of Market,37.78002548,-122.4023743,Entire home/apt,275,30,74,8/28/2025,0.5,1,207,27,2023-010340STR
1225969,Million dollar Bay View home,417666,Vera,,Potrero Hill,37.75968,-122.39212,Entire home/apt,520,3,48,8/23/2025,0.34,2,202,14,2023-005636STR
1229606,SOMA Hideaway- Corporate Stays,5215262,John,,South of Market,37.77658,-122.40887,Entire home/apt,127,31,108,6/15/2025,0.73,2,365,2,
1237143,Charming Russian Hill Flat,6745542,Susanna,,Russian Hill,37.79819,-122.41816,Entire home/apt,470,5,20,7/25/2025,0.14,1,59,1,2024-000354STR
1245838,Fantastic Family Home with Beautiful Backyard,6789170,Nicole,,Bernal Heights,37.73483,-122.41838,Entire home/apt,329,3,53,8/7/2025,0.36,1,0,5,STR-0000906
1267206,The Taupe Room & Santa Marie in SF,6081814,Nancy,,Glen Park,37.74184,-122.42423,Private room,73,3,105,8/20/2025,0.71,2,20,12,2023-008890STR
1276953,"Central, light-filled top flat on quiet street",799436,David,,Western Addition,37.77055,-122.4314,Entire home/apt,,5,65,6/5/2025,0.45,1,0,5,str-0006685
1277771,Home Away From Home,6954280,Christine,,Inner Richmond,37.78528,-122.47445,Entire home/apt,188,3,892,8/23/2025,6.09,2,238,72,STR-0006655
1291092,Gorgeous Marina Home near the Golden Gate Bridge,3080489,Beth,,Marina,37.80497,-122.4369,Entire home/apt,1196,4,54,8/18/2025,0.41,1,349,9,STR-0006687
1292217,SF Victorian Penthouse - Amazing Views,5864730,Jan,,Western Addition,37.76965,-122.43532,Entire home/apt,1101,30,6,6/3/2015,0.04,1,219,0,2023-010592STR
1299759,Bright NOPA One Bedroom w/ Garden Access,6225200,Myrna,,Western Addition,37.77743,-122.44421,Entire home/apt,,30,40,12/17/2022,0.28,1,0,0,
1309496,Meticulous Grand Edwardian Condo near Famous Parks,7118153,Roy,,Western Addition,37.77717,-122.43993,Entire home/apt,,3,61,5/31/2025,0.43,1,1,6,STR-0004267
1323983,Castro private room & bath VIEW (no cleaning fee),1753794,Ashish,,Castro/Upper Market,37.7651,-122.43541,Private room,105,1,579,8/19/2025,3.93,5,314,104,STR-0005549
1328186,Fabulous Castro Victorian,7208147,Eric,,Castro/Upper Market,37.75655,-122.43645,Entire home/apt,700,7,7,8/16/2025,0.06,1,273,1,1075709
1336998,Beautiful room in San Francisco,7250508,Doug,,Western Addition,37.77811,-122.43639,Private room,103,2,510,8/25/2025,3.45,1,318,41,2023-011456STR
1344243,"Sunny Garden Suite, Perfect Locale",7292289,Robert,,Inner Richmond,37.78517,-122.46989,Entire home/apt,122,5,171,8/30/2025,1.17,2,217,22,STR-0005402
1351626,"Upscale home/furnishings, private",6555530,Phyllis,,Outer Mission,37.73232,-122.44834,Private room,60,30,12,8/19/2025,0.1,2,269,1,
1351783,Private Room #1 and Breakfast Nook,7335923,Allen,,Outer Sunset,37.75686,-122.485,Private room,,30,40,5/3/2020,0.27,2,1,0,
1352111,Tranquil Pacific Heights Top Floor Duplex,1678230,Hiu Yu,,Pacific Heights,37.78992,-122.43446,Entire home/apt,164,30,144,6/16/2025,0.98,3,294,4,
1388523,Mission Dolores Noe Valley Studio 1 Month Minimum,549522,Steve & Debbie,,Mission,37.75444,-122.42473,Entire home/apt,120,30,42,3/31/2022,0.29,1,362,0,
1392204,Historic View Home Large 2 Bedroom  Suite/ Parking,7526456,Damara,,West of Twin Peaks,37.73222,-122.46171,Private room,147,3,295,8/20/2025,2,2,165,12,STR-0000407
1407881,Secluded Studio in Castro/Mission,1467308,The Cabinets,,Castro/Upper Market,37.76235,-122.4307,Entire home/apt,,30,197,12/27/2017,1.34,1,0,0,
1408932,Studio on Sunny Side of Bernal - Decklounge Views,7598687,Michael,,Bernal Heights,37.74705963,-122.4063743,Entire home/apt,103,2,207,8/31/2025,1.41,1,36,37,2023-001614STR
1409218,"Modern, Large & Luxurious SOMA Loft",5203636,Alexander Michael,,South of Market,37.77593,-122.41064,Entire home/apt,206,30,68,8/11/2025,0.46,2,123,1,
1421671,Top-Rated Spotless Studio:Safe-Walkable-Convenient,7630810,Michael,,Mission,37.76914609,-122.424602,Entire home/apt,197,2,454,8/28/2025,3.1,3,139,33,STR-0005215
1421774,Charming Private Castro Studio,1513493,Vanick,,Castro/Upper Market,37.76669,-122.43626,Entire home/apt,,3,765,8/25/2025,5.43,1,146,38,STR-0006938
1421937,Suite with Majestic View in Historic Home/Parking,7526456,Damara,,West of Twin Peaks,37.73217,-122.46167,Private room,148,3,228,7/17/2025,1.56,2,219,2,STR-0000407
1428465,Modern Noe Valley Mid Century Home,1031942,Rachel,,Noe Valley,37.75005,-122.43078,Entire home/apt,304,30,41,6/13/2025,0.28,1,311,1,
1428553,Sublet cozy sunny room in Castro!,3379945,Elena,,Castro/Upper Market,37.75955,-122.43877,Private room,,30,26,12/4/2020,0.18,3,0,0,
1429022,Location Location… Art Deco PH Marina Flat,3653917,Paul,,Marina,37.80461,-122.44627,Entire home/apt,,2,11,1/12/2023,0.08,1,0,0,STR-0005015
1433917,Castro St Location Location Location,4819815,Michael Kent,,Castro/Upper Market,37.76006,-122.43424,Entire home/apt,209,30,150,6/15/2025,1.04,1,328,3,
1434314,Stylish Noe Valley View with Hot Tub & Sauna,883556,Alexander,,Noe Valley,37.74859,-122.4318,Entire home/apt,950,30,127,5/10/2025,0.86,1,54,3,STR-0000035
1434425,"Castro, Large, Sunny, own dedicated bathroom",3227887,David,,Castro/Upper Market,37.76581955,-122.4344177,Private room,126,3,182,8/23/2025,1.24,2,344,19,STR-0000765
1439445,1 Bedroom + Office - Superhost Near UCSF Parnassus,165574,Jonathan,,Inner Richmond,37.78127,-122.4563,Entire home/apt,,30,53,4/18/2021,0.48,2,21,0,STR-0000138
1442027,Studio with Gym and Parking,1257432,San Francisco Life,,Downtown/Civic Center,37.77714,-122.4204,Entire home/apt,155,36,31,5/10/2025,0.21,29,289,1,
1456153,The French Victorian House With Bay Views,2059233,Wendy,,Bernal Heights,37.74711,-122.40747,Entire home/apt,,30,57,1/17/2020,0.4,4,0,0,STR-0000255
1460174,Unique Modern Airy Apartment with Contemporary Art,5244284,Julia,,Western Addition,37.77683,-122.43633,Entire home/apt,562,3,85,8/15/2025,0.59,1,13,7,STR-0000217
